open,high,low,close
1492.920000,1501.390000,1489.650000,1495.840000
1495.840000,1509.990000,1494.560000,1509.980000
1509.980000,1517.320000,1505.260000,1510.490000
1510.490000,1510.490000,1491.350000,1493.740000
1493.740000,1495.630000,1479.920000,1481.960000
1481.960000,1501.920000,1481.960000,1495.570000
1495.570000,1495.570000,1477.910000,1480.190000
1480.190000,1485.880000,1463.800000,1464.290000
1464.290000,1476.230000,1464.290000,1474.470000
1474.470000,1474.470000,1452.420000,1452.420000
1452.420000,1464.910000,1445.330000,1449.620000
1449.620000,1456.680000,1413.890000,1419.890000
1419.890000,1437.650000,1418.710000,1430.830000
1430.830000,1443.540000,1428.960000,1438.100000
1438.100000,1451.590000,1433.490000,1438.700000
1438.700000,1454.190000,1425.430000,1452.560000
1452.560000,1462.930000,1451.310000,1462.930000
1462.930000,1480.800000,1460.720000,1479.320000
1479.320000,1484.520000,1472.610000,1482.800000
1482.800000,1490.330000,1471.160000,1472.870000
1472.870000,1475.150000,1459.890000,1460.250000
1460.250000,1475.720000,1453.060000,1471.840000
1471.840000,1491.640000,1468.560000,1491.560000
1491.560000,1493.120000,1482.740000,1484.430000
1484.430000,1496.090000,1475.740000,1479.850000
1479.850000,1499.320000,1479.850000,1496.070000
1496.070000,1499.470000,1488.990000,1491.720000
1491.720000,1502.840000,1491.130000,1499.480000
1499.480000,1508.450000,1497.420000,1498.130000
1498.130000,1507.200000,1489.520000,1505.970000
1505.970000,1511.160000,1501.250000,1508.310000
1508.310000,1513.470000,1505.090000,1506.450000
1506.450000,1523.950000,1506.450000,1514.090000
1514.090000,1514.810000,1505.460000,1509.840000
1509.840000,1510.490000,1500.090000,1502.590000
1502.590000,1525.210000,1502.590000,1517.680000
1517.680000,1530.090000,1515.530000,1520.770000
1520.770000,1520.770000,1504.210000,1507.080000
1507.080000,1512.610000,1492.120000,1492.250000
1492.250000,1505.340000,1492.250000,1502.510000
1502.510000,1502.510000,1489.880000,1494.500000
1494.500000,1506.760000,1483.010000,1489.260000
1489.260000,1496.930000,1479.670000,1481.990000
1481.990000,1487.450000,1473.610000,1484.910000
1484.910000,1494.160000,1476.730000,1480.870000
1480.870000,1480.960000,1460.220000,1465.810000
1465.810000,1467.770000,1441.920000,1444.510000
1444.510000,1461.160000,1444.510000,1459.900000
1459.900000,1460.490000,1430.950000,1451.340000
1451.340000,1452.770000,1436.300000,1449.050000
1449.050000,1449.050000,1421.880000,1448.720000
1448.720000,1457.420000,1435.930000,1439.030000
1439.030000,1448.040000,1425.250000,1427.210000
1427.210000,1437.220000,1419.440000,1426.570000
1426.570000,1461.690000,1425.780000,1458.290000
1458.290000,1458.290000,1436.290000,1436.510000
1436.520000,1445.600000,1429.830000,1436.230000
1436.230000,1454.820000,1425.280000,1426.460000
1426.460000,1439.990000,1416.310000,1434.320000
1434.320000,1444.170000,1431.800000,1436.280000
1436.280000,1443.300000,1397.060000,1408.990000
1408.990000,1409.690000,1392.480000,1402.030000
1402.030000,1408.830000,1383.850000,1387.020000
1387.020000,1387.020000,1349.670000,1364.590000
1364.590000,1374.930000,1328.060000,1329.780000
1329.780000,1374.170000,1327.080000,1374.170000
1374.170000,1379.480000,1365.060000,1374.620000
1374.620000,1380.990000,1342.340000,1349.970000
1349.970000,1356.650000,1305.790000,1342.130000
1342.130000,1389.930000,1342.130000,1388.760000
1388.760000,1408.470000,1382.190000,1396.930000
1396.930000,1406.960000,1387.750000,1395.780000
1395.780000,1415.640000,1388.130000,1398.130000
1398.130000,1398.130000,1362.210000,1364.900000
1364.900000,1372.720000,1337.810000,1364.440000
1364.440000,1384.570000,1364.130000,1379.580000
1379.580000,1406.360000,1376.860000,1398.660000
1398.660000,1432.220000,1398.660000,1429.400000
1429.400000,1429.600000,1410.450000,1421.220000
1421.220000,1433.400000,1421.220000,1428.320000
1428.320000,1433.210000,1420.920000,1426.690000
1428.760000,1438.460000,1427.720000,1432.190000
1432.190000,1436.220000,1423.260000,1431.870000
1431.870000,1437.280000,1408.780000,1409.280000
1409.280000,1409.280000,1369.680000,1400.140000
1400.140000,1400.140000,1365.970000,1365.980000
1365.980000,1365.980000,1328.620000,1351.260000
1351.260000,1390.060000,1351.260000,1382.950000
1382.950000,1395.960000,1374.750000,1389.810000
1389.810000,1394.760000,1370.390000,1372.320000
1372.320000,1384.850000,1355.550000,1367.720000
1367.720000,1367.720000,1341.670000,1342.620000
1342.620000,1355.870000,1333.620000,1347.350000
1347.350000,1347.350000,1321.890000,1322.360000
1322.360000,1343.830000,1322.360000,1341.770000
1341.770000,1362.500000,1341.770000,1348.970000
1348.970000,1358.810000,1334.970000,1336.090000
1336.090000,1352.380000,1329.280000,1341.930000
1341.910000,1341.910000,1294.900000,1314.950000
1314.950000,1334.670000,1307.020000,1315.230000
1315.180000,1332.060000,1310.230000,1324.970000
1324.970000,1376.560000,1324.970000,1376.540000
1376.540000,1376.540000,1346.150000,1351.460000
1351.460000,1353.500000,1339.260000,1343.550000
1343.550000,1380.330000,1343.550000,1369.890000
1369.890000,1389.050000,1364.140000,1380.200000
1380.200000,1380.270000,1370.270000,1371.180000
1371.180000,1385.820000,1358.480000,1359.990000
1359.990000,1359.990000,1340.480000,1340.930000
1340.930000,1340.930000,1305.380000,1312.150000
1312.150000,1332.320000,1312.150000,1322.740000
1322.960000,1346.440000,1305.200000,1305.600000
1305.600000,1305.600000,1261.160000,1264.740000
1264.740000,1285.310000,1254.070000,1274.860000
1274.860000,1305.970000,1274.860000,1305.950000
1305.970000,1315.940000,1301.640000,1315.190000
1315.190000,1332.030000,1310.960000,1328.920000
1328.920000,1335.930000,1325.780000,1334.220000
1334.220000,1340.100000,1317.510000,1320.280000
1320.280000,1320.280000,1276.050000,1283.270000
1283.270000,1347.760000,1274.620000,1347.560000
1347.560000,1350.240000,1329.140000,1333.340000
1333.340000,1334.770000,1294.950000,1298.350000
1298.350000,1298.350000,1276.290000,1295.860000
1295.860000,1311.720000,1295.140000,1300.800000
1300.800000,1313.760000,1287.280000,1313.270000
1313.270000,1332.190000,1309.720000,1326.820000
1326.820000,1333.210000,1311.590000,1318.550000
1318.320000,1327.810000,1313.330000,1326.650000
1326.650000,1346.920000,1325.410000,1329.470000
1329.890000,1352.710000,1327.410000,1347.970000
1347.970000,1354.550000,1336.740000,1342.540000
1342.540000,1353.620000,1333.840000,1342.900000
1342.900000,1362.900000,1339.630000,1360.400000
1360.400000,1369.750000,1357.280000,1364.300000
1364.300000,1367.350000,1354.630000,1357.510000
1357.510000,1357.510000,1342.750000,1354.950000
1354.920000,1365.540000,1350.360000,1364.170000
1364.170000,1375.680000,1356.200000,1373.730000
1373.730000,1383.370000,1364.660000,1366.010000
1366.010000,1373.500000,1359.340000,1373.470000
1373.470000,1376.380000,1348.720000,1349.470000
1349.470000,1354.560000,1344.480000,1354.310000
1354.310000,1363.550000,1350.040000,1352.260000
1352.260000,1352.260000,1334.260000,1340.890000
1341.100000,1350.320000,1332.420000,1332.530000
1332.530000,1332.530000,1309.980000,1314.760000
1314.760000,1330.960000,1313.640000,1330.310000
1330.310000,1336.620000,1317.510000,1318.800000
1318.800000,1320.730000,1304.720000,1315.920000
1315.920000,1331.290000,1315.920000,1326.610000
1326.610000,1326.610000,1293.180000,1301.530000
1301.530000,1307.160000,1278.440000,1278.940000
1278.940000,1282.970000,1253.160000,1255.270000
1255.270000,1259.940000,1228.330000,1252.820000
1252.820000,1252.820000,1215.440000,1245.860000
1245.860000,1267.690000,1241.710000,1267.650000
1267.650000,1272.760000,1252.260000,1257.940000
1257.940000,1263.470000,1229.650000,1239.940000
1239.940000,1241.360000,1214.500000,1241.230000
1241.230000,1251.010000,1219.740000,1234.180000
1234.180000,1242.550000,1234.040000,1241.410000
1241.410000,1267.420000,1241.410000,1253.800000
1253.800000,1263.860000,1253.800000,1261.890000
1261.890000,1266.500000,1257.600000,1264.740000
1264.740000,1264.740000,1228.420000,1233.420000
1233.420000,1233.420000,1176.780000,1180.160000
1180.160000,1197.830000,1171.500000,1197.660000
1197.660000,1197.660000,1155.350000,1166.710000
1166.710000,1182.040000,1166.710000,1173.560000
1173.560000,1173.560000,1148.640000,1150.530000
1150.530000,1173.500000,1147.180000,1170.810000
1170.810000,1180.560000,1142.190000,1142.620000
1142.620000,1149.390000,1118.740000,1122.140000
1122.140000,1124.270000,1081.190000,1117.580000
1117.580000,1141.830000,1117.580000,1139.830000
1139.830000,1160.020000,1139.830000,1152.690000
1152.690000,1183.350000,1150.960000,1182.170000
1182.170000,1182.170000,1147.830000,1153.290000
1153.290000,1161.690000,1136.260000,1147.950000
1147.950000,1162.800000,1143.830000,1160.330000
1160.330000,1169.510000,1137.510000,1145.870000
1145.870000,1145.870000,1100.190000,1106.460000
1106.460000,1117.500000,1091.990000,1103.250000
1103.250000,1151.470000,1103.250000,1151.440000
1151.440000,1151.440000,1119.290000,1128.430000
1128.430000,1146.130000,1126.380000,1137.590000
1137.590000,1173.920000,1137.590000,1168.380000
1168.380000,1182.240000,1160.260000,1165.890000
1165.890000,1183.510000,1157.730000,1183.500000
1183.500000,1184.640000,1167.380000,1179.680000
1179.680000,1192.250000,1168.900000,1191.810000
1191.810000,1248.420000,1191.810000,1238.160000
1238.160000,1253.710000,1233.390000,1253.690000
1253.700000,1253.700000,1234.410000,1242.980000
1242.980000,1242.980000,1217.470000,1224.360000
1224.360000,1233.540000,1208.890000,1209.470000
1209.470000,1232.360000,1207.380000,1228.750000
1228.750000,1248.300000,1228.750000,1234.520000
1234.520000,1253.070000,1234.520000,1253.050000
1253.050000,1269.300000,1243.990000,1249.460000
1249.460000,1266.470000,1243.550000,1266.440000
1266.440000,1272.930000,1257.700000,1267.430000
1267.430000,1267.430000,1239.880000,1248.580000
1248.580000,1267.510000,1232.000000,1266.610000
1266.610000,1270.000000,1259.190000,1263.510000
1266.710000,1267.010000,1253.000000,1261.200000
1261.200000,1261.650000,1247.830000,1255.540000
1255.540000,1268.140000,1254.560000,1255.180000
1255.180000,1259.840000,1240.790000,1245.670000
1245.670000,1249.680000,1241.020000,1248.920000
1248.920000,1257.450000,1245.360000,1249.440000
1249.440000,1286.390000,1243.020000,1284.990000
1284.990000,1296.480000,1282.650000,1288.490000
1288.490000,1292.060000,1281.150000,1291.960000
1291.960000,1312.950000,1287.870000,1312.830000
1312.830000,1315.930000,1306.890000,1309.380000
1309.380000,1309.380000,1288.700000,1289.050000
1289.050000,1295.040000,1281.220000,1293.170000
1293.170000,1293.170000,1276.420000,1277.890000
1277.890000,1278.420000,1265.410000,1267.930000
1267.930000,1267.930000,1245.960000,1248.080000
1248.080000,1261.910000,1248.070000,1255.820000
1255.820000,1265.340000,1246.880000,1260.670000
1260.670000,1267.170000,1256.360000,1267.110000
1267.110000,1286.620000,1267.110000,1283.570000
1283.570000,1283.850000,1269.010000,1270.030000
1270.030000,1277.080000,1265.080000,1276.960000
1276.960000,1277.110000,1259.990000,1264.960000
1264.960000,1264.960000,1249.230000,1254.390000
1254.390000,1261.000000,1235.750000,1255.850000
1255.850000,1259.750000,1241.590000,1241.600000
1241.600000,1241.600000,1218.900000,1219.870000
1219.870000,1221.500000,1203.030000,1214.360000
1214.360000,1221.230000,1208.330000,1208.430000
1208.430000,1226.110000,1207.710000,1212.580000
1212.580000,1225.610000,1210.070000,1223.140000
1223.140000,1240.240000,1220.250000,1237.040000
1237.040000,1237.730000,1221.410000,1225.350000
1225.350000,1231.500000,1213.600000,1218.600000
1218.600000,1220.700000,1204.640000,1216.760000
1216.760000,1219.920000,1207.290000,1211.070000
1211.070000,1234.440000,1211.070000,1226.200000
1226.200000,1237.290000,1221.140000,1224.380000
1224.420000,1239.780000,1224.030000,1236.720000
1236.710000,1236.710000,1229.430000,1234.450000
1234.450000,1234.450000,1219.150000,1219.240000
1219.240000,1219.240000,1188.740000,1190.590000
1190.590000,1201.760000,1189.750000,1198.780000
1198.780000,1203.430000,1179.930000,1181.520000
1181.520000,1184.930000,1168.460000,1180.180000
1180.180000,1210.250000,1180.180000,1208.140000
1208.140000,1218.540000,1203.610000,1215.680000
1215.680000,1219.630000,1200.050000,1202.450000
1202.450000,1215.360000,1196.140000,1214.440000
1214.440000,1214.440000,1198.330000,1207.710000
1207.710000,1225.040000,1205.800000,1215.020000
1215.020000,1215.690000,1207.040000,1210.850000
1210.850000,1215.220000,1190.500000,1191.030000
1191.030000,1191.030000,1165.540000,1171.650000
1171.650000,1190.520000,1171.280000,1190.490000
1190.490000,1204.180000,1182.650000,1202.930000
1202.930000,1209.260000,1195.990000,1205.820000
1205.820000,1209.050000,1200.410000,1204.520000
1204.520000,1222.740000,1204.520000,1211.230000
1211.230000,1223.040000,1211.230000,1215.930000
1215.930000,1226.270000,1215.310000,1220.750000
1220.750000,1220.750000,1205.310000,1214.350000
1214.350000,1214.350000,1197.350000,1200.480000
1200.470000,1207.560000,1195.640000,1204.400000
1204.400000,1206.790000,1181.270000,1183.530000
1183.530000,1184.710000,1174.680000,1183.430000
1183.430000,1193.330000,1169.550000,1190.160000
1190.160000,1193.820000,1185.120000,1191.290000
1191.290000,1198.790000,1184.260000,1186.730000
1186.730000,1191.210000,1177.610000,1178.020000
1178.020000,1181.800000,1166.080000,1181.660000
1181.660000,1181.660000,1156.070000,1161.970000
1161.970000,1171.410000,1160.940000,1171.410000
1171.410000,1179.850000,1156.560000,1157.260000
1157.260000,1168.560000,1153.340000,1165.310000
1165.310000,1169.860000,1160.960000,1162.090000
1162.090000,1185.150000,1162.090000,1184.930000
1184.930000,1186.850000,1178.070000,1179.210000
1179.210000,1179.660000,1161.170000,1161.510000
1161.510000,1166.970000,1147.380000,1148.560000
1148.600000,1151.750000,1124.870000,1129.030000
1129.030000,1141.830000,1126.380000,1133.580000
1133.580000,1155.400000,1129.060000,1132.940000
1132.940000,1135.520000,1114.860000,1131.740000
1131.740000,1131.740000,1105.830000,1106.400000
1106.400000,1106.400000,1082.120000,1085.780000
1085.780000,1096.940000,1073.150000,1092.540000
1092.540000,1092.540000,1037.460000,1038.770000
1038.770000,1046.420000,1029.250000,1032.740000
1032.740000,1038.910000,984.620000,1016.100000
1016.100000,1016.100000,984.490000,984.540000
984.540000,984.540000,944.750000,965.800000
965.800000,1008.440000,965.800000,1003.450000
1003.450000,1017.140000,998.330000,1012.270000
1012.270000,1020.290000,1002.620000,1007.040000
1007.040000,1018.920000,998.240000,1018.610000
1018.610000,1040.940000,1018.610000,1040.940000
1040.940000,1040.940000,1026.760000,1038.550000
1038.550000,1051.330000,1034.470000,1051.330000
1051.330000,1075.380000,1041.480000,1072.280000
1072.280000,1084.120000,1067.820000,1069.630000
1069.620000,1072.350000,1053.500000,1071.380000
1071.370000,1071.370000,1056.880000,1062.440000
1062.440000,1063.370000,1053.830000,1056.750000
1056.750000,1081.620000,1052.760000,1080.990000
1080.990000,1099.160000,1080.990000,1097.430000
1097.430000,1097.430000,1072.150000,1091.650000
1091.650000,1091.650000,1078.190000,1089.980000
1089.980000,1101.660000,1087.130000,1097.540000
1097.540000,1107.120000,1076.570000,1077.090000
1077.090000,1077.940000,1064.540000,1068.610000
1068.610000,1075.520000,1057.240000,1073.480000
1073.480000,1090.570000,1070.790000,1089.900000
1089.900000,1098.990000,1081.530000,1084.780000
1084.780000,1090.260000,1079.980000,1085.200000
1085.200000,1100.090000,1065.640000,1100.090000
1100.090000,1110.610000,1094.240000,1104.610000
1104.610000,1104.610000,1078.300000,1078.300000
1078.300000,1078.300000,1053.610000,1059.790000
1059.790000,1074.790000,1057.550000,1059.780000
1059.780000,1085.610000,1054.310000,1084.100000
1084.100000,1089.630000,1075.580000,1087.200000
1087.200000,1106.720000,1087.200000,1102.840000
1102.840000,1119.730000,1095.360000,1118.860000
1118.860000,1126.620000,1112.980000,1115.800000
1115.800000,1135.750000,1115.420000,1118.540000
1118.540000,1123.020000,1111.130000,1120.310000
1120.310000,1121.710000,1098.320000,1118.330000
1118.330000,1139.140000,1118.330000,1139.090000
1139.090000,1148.280000,1132.870000,1141.210000
1141.210000,1146.460000,1135.060000,1142.240000
1142.240000,1143.520000,1129.920000,1138.650000
1138.650000,1151.060000,1138.650000,1151.060000
1151.060000,1152.450000,1142.170000,1142.660000
1142.660000,1142.660000,1129.780000,1137.030000
1137.030000,1151.050000,1135.900000,1150.340000
1150.340000,1157.880000,1146.170000,1157.420000
1157.420000,1163.380000,1140.810000,1149.500000
1149.500000,1149.500000,1128.290000,1128.520000
1128.520000,1140.400000,1125.510000,1140.200000
1140.200000,1143.570000,1135.890000,1139.450000
1139.450000,1139.450000,1125.780000,1129.900000
1129.900000,1144.800000,1128.860000,1144.800000
1143.770000,1173.620000,1143.770000,1170.350000
1170.350000,1173.350000,1164.430000,1167.100000
1167.100000,1167.100000,1152.660000,1158.310000
1158.310000,1158.310000,1139.660000,1139.930000
1139.930000,1150.890000,1134.320000,1136.760000
1136.760000,1141.580000,1126.010000,1137.070000
1137.070000,1137.070000,1117.850000,1119.380000
1119.380000,1128.280000,1114.530000,1123.090000
1123.090000,1137.300000,1122.660000,1134.360000
1134.360000,1145.100000,1134.360000,1142.920000
1142.920000,1152.440000,1134.750000,1149.560000
1149.560000,1151.420000,1139.930000,1139.930000
1139.930000,1147.460000,1139.930000,1144.890000
1144.890000,1147.830000,1144.620000,1144.650000
1144.650000,1159.180000,1144.650000,1149.370000
1149.370000,1157.130000,1149.370000,1157.130000
1157.130000,1164.640000,1157.130000,1161.020000
1161.020000,1161.160000,1148.040000,1148.080000
1148.080000,1154.670000,1136.230000,1154.670000
1154.670000,1165.270000,1154.010000,1165.270000
1165.270000,1176.550000,1163.420000,1172.510000
1172.510000,1176.970000,1163.550000,1164.890000
1164.890000,1167.600000,1157.460000,1160.710000
1160.710000,1174.260000,1151.890000,1155.140000
1155.140000,1159.930000,1150.850000,1156.550000
1156.550000,1159.410000,1145.450000,1145.600000
1145.600000,1145.600000,1138.150000,1138.410000
1138.410000,1148.810000,1136.880000,1146.190000
1146.190000,1146.190000,1127.490000,1127.570000
1127.570000,1139.270000,1127.570000,1138.880000
1138.880000,1138.880000,1124.450000,1127.580000
1127.580000,1135.260000,1117.910000,1119.310000
1119.310000,1131.940000,1117.430000,1128.180000
1128.180000,1139.500000,1128.180000,1132.150000
1132.150000,1138.310000,1127.820000,1133.280000
1133.280000,1138.630000,1126.660000,1133.060000
1133.060000,1137.470000,1098.740000,1100.640000
1100.640000,1113.790000,1081.660000,1113.570000
1113.570000,1130.210000,1113.300000,1130.200000
1130.200000,1130.200000,1118.510000,1122.200000
1122.200000,1122.200000,1092.250000,1094.440000
1094.440000,1100.960000,1082.580000,1090.020000
1090.020000,1093.580000,1077.780000,1083.510000
1083.510000,1094.030000,1078.440000,1080.170000
1080.170000,1096.300000,1079.910000,1096.220000
1096.220000,1112.010000,1094.680000,1111.940000
1111.940000,1112.680000,1102.980000,1107.500000
1107.500000,1120.560000,1107.500000,1118.510000
1118.510000,1124.720000,1112.300000,1116.480000
1116.480000,1117.090000,1103.230000,1104.180000
1104.180000,1104.180000,1082.240000,1083.340000
1083.340000,1098.320000,1074.360000,1097.980000
1097.980000,1101.500000,1080.240000,1080.950000
1080.950000,1093.930000,1074.390000,1089.840000
1089.840000,1112.710000,1089.840000,1109.430000
1109.430000,1115.050000,1101.720000,1109.380000
1109.380000,1123.060000,1102.260000,1109.890000
1109.890000,1121.570000,1106.730000,1106.730000
1106.730000,1131.790000,1106.730000,1131.780000
1131.780000,1153.840000,1130.930000,1153.840000
1153.840000,1157.740000,1144.780000,1146.140000
1146.140000,1165.290000,1145.110000,1162.770000
1162.770000,1167.940000,1150.690000,1157.540000
1157.540000,1172.760000,1157.540000,1164.310000
1164.310000,1173.030000,1159.580000,1168.260000
1168.260000,1168.260000,1154.340000,1165.580000
1165.580000,1165.580000,1151.010000,1154.090000
1154.090000,1157.830000,1151.080000,1153.040000
1153.040000,1166.480000,1153.040000,1166.160000
1166.160000,1172.730000,1159.140000,1165.550000
1165.550000,1173.940000,1165.550000,1170.290000
1170.290000,1170.290000,1151.610000,1151.850000
1151.850000,1155.100000,1139.480000,1153.590000
1153.590000,1156.490000,1144.600000,1148.700000
1148.700000,1151.040000,1131.870000,1131.870000
1131.870000,1147.000000,1131.610000,1138.490000
1138.490000,1146.950000,1135.330000,1144.580000
1144.580000,1154.450000,1144.580000,1147.390000
1147.390000,1147.840000,1132.870000,1146.540000
1146.540000,1146.540000,1135.710000,1136.760000
1136.760000,1138.850000,1119.680000,1125.400000
1125.400000,1130.450000,1120.060000,1126.340000
1126.340000,1133.310000,1119.490000,1122.730000
1122.730000,1125.410000,1111.790000,1125.290000
1125.290000,1128.290000,1116.730000,1117.800000
1117.800000,1131.760000,1117.800000,1130.470000
1130.470000,1130.470000,1102.420000,1103.690000
1103.690000,1112.770000,1102.740000,1111.010000
1111.010000,1114.860000,1099.410000,1102.550000
1102.550000,1129.400000,1102.550000,1128.370000
1128.370000,1133.000000,1123.370000,1126.070000
1126.070000,1130.490000,1109.290000,1124.470000
1124.470000,1128.820000,1122.590000,1125.170000
1125.170000,1125.170000,1105.620000,1107.830000
1107.830000,1111.170000,1098.940000,1100.960000
1100.960000,1108.460000,1092.510000,1093.140000
1093.140000,1094.360000,1084.810000,1091.480000
1091.480000,1096.770000,1076.310000,1076.320000
1076.320000,1078.950000,1063.620000,1065.450000
1065.450000,1082.620000,1063.460000,1076.920000
