date,symbol,close
2015-03-19,AAPL,127.500000
2015-03-19,AXP,81.540001
2015-03-19,BA,154.110001
2015-03-19,CAT,80.089996
2015-03-19,CSCO,28.260000
2015-03-19,CVX,104.750000
2015-03-19,DD,74.509999
2015-03-19,DIS,107.370003
2015-03-19,GE,25.330000
2015-03-19,GS,189.970001
2015-03-19,HD,115.160004
2015-03-19,IBM,159.809998
2015-03-19,INTC,30.740000
2015-03-19,JNJ,101.690002
2015-03-19,JPM,61.200001
2015-03-19,KO,40.020000
2015-03-19,MCD,95.980003
2015-03-19,MMM,165.660004
2015-03-19,MRK,58.209999
2015-03-19,MSFT,42.290001
2015-03-19,NKE,98.320000
2015-03-19,PFE,34.150002
2015-03-19,PG,83.379997
2015-03-19,TRV,109.110001
2015-03-19,UNH,120.760002
2015-03-19,UTX,119.379997
2015-03-19,V,66.809998
2015-03-19,VZ,49.299999
2015-03-19,WMT,81.519997
2015-03-19,XOM,84.410004
2015-03-19,^DJI,17959.029297
2015-03-20,AAPL,125.900002
2015-03-20,AXP,82.699997
2015-03-20,BA,154.500000
2015-03-20,CAT,81.190002
2015-03-20,CSCO,28.440001
2015-03-20,CVX,107.029999
2015-03-20,DD,74.339997
2015-03-20,DIS,108.430000
2015-03-20,GE,25.400000
2015-03-20,GS,193.130005
2015-03-20,HD,117.489998
2015-03-20,IBM,162.880005
2015-03-20,INTC,31.309999
2015-03-20,JNJ,102.400002
2015-03-20,JPM,61.750000
2015-03-20,KO,40.650002
2015-03-20,MCD,97.050003
2015-03-20,MMM,166.490005
2015-03-20,MRK,58.580002
2015-03-20,MSFT,42.880001
2015-03-20,NKE,101.980003
2015-03-20,PFE,34.250000
2015-03-20,PG,84.739998
2015-03-20,TRV,109.730003
2015-03-20,UNH,119.139999
2015-03-20,UTX,119.459999
2015-03-20,V,67.410004
2015-03-20,VZ,49.560001
2015-03-20,WMT,83.239998
2015-03-20,XOM,84.540001
2015-03-20,^DJI,18127.650391
2015-03-23,AAPL,127.209999
2015-03-23,AXP,82.199997
2015-03-23,BA,152.809998
